Region ,Market,Maize (Min Price),Maize (Max Price),Date
Njombe,Njombe,"62,000","72,000","15th July, 2022"
Rukwa,Sumbawanga,"65,000","70,000","15th July, 2022"
Ruvuma,Songea,"58,000","62,000","15th July, 2022"
Tanga,Tanga,"95,000","97,000","15th July, 2022"
Tabora,Tabora,"82,000","83,000","15th July, 2022"
Arusha,Arusha,"95,000","100,000","18th July, 2022"
Dodoma,Majengo,"90,000","98,000","18th July, 2022"
Kagera,Bukoba,"110,000","112,000","18th July, 2022"
Manyara,Babati,"90,000","102,000","18th July, 2022"
Mara,Musoma,"100,000","110,000","18th July, 2022"
Morogoro,Morogoro,"82,000","82,000","18th July, 2022"
Rukwa,Sumbawanga,"65,000","70,000","18th July, 2022"
Tanga,Tanga,"96,000","97,000","18th July, 2022"
Arusha,Arusha,"95,000","100,000","20th July, 2022"
Dar es Salaam,Kinondoni,"85,000","110,000","20th July, 2022"
Dodoma,Majengo,"90,000","98,000","20th July, 2022"
Iringa,Iringa,"80,000","80,000","20th July, 2022"
Kagera,Bukoba,"110,000","112,000","20th July, 2022"
Manyara,Babati,"84,000","96,000","20th July, 2022"
Morogoro,Morogoro,"82,000","82,000","20th July, 2022"
Mtwara,Mtwara,"78,000","78,000","20th July, 2022"
Mwanza,Mwanza,"102,500","105,000","20th July, 2022"
Rukwa,Sumbawanga,"65,000","70,000","20th July, 2022"
Ruvuma,Songea,"60,000","62,000","20th July, 2022"
Shinyanga,Shinyanga,"70,000","75,000","20th July, 2022"
Tabora,Tabora,"85,000","86,000","20th July, 2022"
Arusha,Arusha,"95,000","100,000","22th July, 2022"
Dodoma,Majengo,"90,000","98,000","22th July, 2022"
Kagera,Bukoba,"110,000","112,000","22th July, 2022"
Lindi,Lindi,"70,000","70,000","22th July, 2022"
Manyara,Babati,"84,000","96,000","22th July, 2022"
Mara,Musoma,"105,000","115,000","22th July, 2022"
Morogoro,Morogoro,"82,000","109,000","22th July, 2022"
Mtwara,Mtwara,"78,000","78,000","22th July, 2022"
Mwanza,Mwanza,"102,500","105,000","22th July, 2022"
Njombe,Njombe,"66,000","72,000","22th July, 2022"
Rukwa,Sumbawanga,"65,000","70,000","22th July, 2022"
Tabora,Tabora,"82,000","83,000","22th July, 2022"
Tanga,Tanga,"96,000","97,000","22th July, 2022"
Arusha,Arusha,"95,000","97,000","25th July, 2022"
Dodoma,Majengo,"88,000","91,000","25th July, 2022"
Kagera,Bukoba,"110,000","114,000","25th July, 2022"
Iringa,Iringa,"80,000","80,000","25th July, 2022"
Lindi,Lindi,"70,000","70,000","25th July, 2022"
Manyara,Babati,"80,000","90,000","25th July, 2022"
Morogoro,Morogoro,"82,000","109,000","25th July, 2022"
Mtwara,Mtwara,"78,000","78,000","25th July, 2022"
Mwanza,Mwanza,"105,000","110,000","25th July, 2022"
Tabora,Tabora,"82,000","83,000","25th July, 2022"
Arusha,Arusha,"95,000","97,000","27th July, 2022"
Dodoma,Majengo,"88,000","91,000","27th July, 2022"
Iringa,Iringa,"70,000","70,000","27th July, 2022"
Kagera,Bukoba,"110,000","114,000","27th July, 2022"
Kigoma,Kigoma,"89,000","94,000","27th July, 2022"
Mara,Musoma,"105,000","115,000","27th July, 2022"
Mtwara,Mtwara,"78,000","78,000","27th July, 2022"
Mwanza,Mwanza,"102,500","105,000","27th July, 2022"
Rukwa,Sumbawanga,"65,000","70,000","27th July, 2022"
Ruvuma,Songea,"60,000","62,000","27th July, 2022"
Tabora,Tabora,"82,000","83,000","27th July, 2022"
Arusha,Arusha,"95,000","97,000","01st August, 2022"
Dodoma,Majengo,"85,000","92,000","01st August, 2022"
Kagera,Bukoba,"108,000","110,000","01st August, 2022"
Manyara,Manyara,"80,000","90,000","01st August, 2022"
Mara,Musoma,"105,000","115,000","01st August, 2022"
Morogoro,Morogoro,"82,000","93,000","01st August, 2022"
Mtwara,Mtwara,"78,000","78,000","01st August, 2022"
Mwanza,Mwanza,"105,000","110,000","01st August, 2022"
Rukwa,Sumbawanga,"60,000","70,000","01st August, 2022"
Ruvuma,Songea,"60,000","62,000","01st August, 2022"
Tanga,Tanga,"96,000","97,000","01st August, 2022"
Arusha,Arusha,"90,000","93,000","03rd August, 2022"
Dodoma,Majengo,"85,000","92,000","03rd August, 2022"
Iringa,Iringa,"70,000","70,000","03rd August, 2022"
Kagera,Bukoba,"108,000","110,000","03rd August, 2022"
Manyara,Manyara,"80,000","90,000","03rd August, 2022"
Mara,Musoma,"105,000","115,000","03rd August, 2022"
Mtwara,Mtwara,"78,000","78,000","03rd August, 2022"
Rukwa,Sumbawanga,"60,000","70,000","03rd August, 2022"
Ruvuma,Songea,"60,000","62,000","03rd August, 2022"
Tanga,Tanga,"96,000","97,000","03rd August, 2022"
Arusha,Arusha,"90,000","93,000","05th August, 2022"
Dodoma,Majengo,"85,000","92,000","05th August, 2022"
Iringa,Iringa,"70,000","70,000","05th August, 2022"
Kagera,Bukoba,"108,000","110,000","05th August, 2022"
Manyara,Manyara,"80,000","90,000","05th August, 2022"
Mara,Musoma,"105,000","115,000","05th August, 2022"
Rukwa,Sumbawanga,"60,000","70,000","05th August, 2022"
Ruvuma,Songea,"60,000","62,000","05th August, 2022"
Tabora,Tabora,"82,000","83,000","05th August, 2022"
Tanga,Tanga,"96,000","97,000","05th August, 2022"
Arusha,Arusha,"88,000","92,000","10th August, 2022"
Dodoma,Majengo,"86,000","92,000","10th August, 2022"
Iringa,Iringa,"70,000","70,000","10th August, 2022"
Kagera,Bukoba,"110,000","112,000","10th August, 2022"
Katavi,Mpanda,"84,000","85,000","10th August, 2022"
Lindi,Lindi,"75,000","80,000","10th August, 2022"
Manyara,Babati,"80,000","90,000","10th August, 2022"
Mwanza,Mwanza,"110,000","112,000","10th August, 2022"
Morogoro,Morogoro,"78,125","82,000","10th August, 2022"
Mtwara,Mtwara,"76,000","76,000","10th August, 2022"
Nombe,Njombe,"66,000","72,000","10th August, 2022"
Rukwa,Sumbawanga,"55,000","66,000","10th August, 2022"
Ruvuma,Songea,"60,000","63,000","10th August, 2022"
Tabora,Tabora,"82,000","83,000","10th August, 2022"
Tanga,Tanga,"96,000","97,000","10th August, 2022"
Arusha,Arusha,"92,000","94,000","12th August, 2022"
Dar es Salaam Temeke,Temeke,"120,000","120,000","12th August, 2022"
Dodoma,Majengo,"85,000","90,000","12th August, 2022"
Iringa,Iringa,"70,000","80,000","12th August, 2022"
Kagera,Bukoba,"110,000","114,000","12th August, 2022"
Katavi,Mpanda,"84,000","85,000","12th August, 2022"
Lindi,Lindi,"75,000","80,000","12th August, 2022"
Manyara,Babati,"80,000","90,000","12th August, 2022"
Mwanza,Mwanza,"110,000","112,000","12th August, 2022"
Musoma,Mara,"105,000","115,000","12th August, 2022"
Morogoro,Morogoro,"82,000","91,406","12th August, 2022"
Mtwara,Mtwara,"76,000","76,000","12th August, 2022"
Njombe,Njombe,"66,000","72,000","12th August, 2022"
Rukwa,Sumbawanga,"55,000","66,000","12th August, 2022"
Ruvuma,Songea,"60,000","63,000","12th August, 2022"
Tabora,Tabora,"82,000","83,000","12th August, 2022"
Tanga,Tanga,"96,000","97,000","12th August, 2022"
Arusha,Arusha,"92,000","98,000","15th August, 2022"
Dar es Salaam , Temeke,"120,000","120,000","15th August, 2022"
Dodoma,Majengo,"83,000","90,000","15th August, 2022"
Iringa,Iringa,"70,000","80,000","15th August, 2022"
Kagera,Bukoba,"108,000","112,000","15th August, 2022"
Katavi,Mpanda,"85,000","90,000","15th August, 2022"
Manyara,Babati,"80,000","90,000","15th August, 2022"
Mwanza,Mwanza,"110,000","112,000","15th August, 2022"
Morogoro,Morogoro,"82,000","91,406","15th August, 2022"
Mtwara,Mtwara,"76,000","76,000","15th August, 2022"
Njombe,Njombe,"72,000","83,000","15th August, 2022"
Rukwa,Sumbawanga,"50,000","66,000","15th August, 2022"
Ruvuma,Songea,"60,000","63,000","15th August, 2022"
Tabora,Tabora,"82,000","83,000","15th August, 2022"
Tanga,Tanga,"96,000","97,000","15th August, 2022"
Arusha,Arusha,"92,000","98,000","17th August, 2022"
Dar es Salaam , Temeke,"120,000","120,000","17th August, 2022"
Iringa,Iringa,"70,000","80,000","17th August, 2022"
Kagera,Bukoba,"108,000","112,000","17th August, 2022"
Katavi,Mpanda,"85,000","90,000","17th August, 2022"
Lindi,Lindi,"100,000","100,000","17th August, 2022"
Manyara,Babati,"80,000","90,000","17th August, 2022"
Morogoro,Morogoro,"82,000","91,406","17th August, 2022"
Mtwara,Mtwara,"76,000","76,000","17th August, 2022"
Njombe,Njombe,"72,000","83,000","17th August, 2022"
Rukwa,Sumbawanga,"50,000","66,000","17th August, 2022"
Ruvuma,Songea,"60,000","63,000","17th August, 2022"
Tabora,Tabora,"82,000","83,000","17th August, 2022"
Tanga,Tanga,"96,000","97,000","17th August, 2022"
Arusha,Arusha,"92,000","94,000","19th August, 2022"
Dar es Salaam ,Temeke,"120,000","120,000","19th August, 2022"
Dodoma,Majengo,"83,000","90,000","19th August, 2022"
Iringa,Iringa,"70,000","80,000","19th August, 2022"
Kagera,Bukoba,"105,000","110,000","19th August, 2022"
Katavi,Mpanda,"85,000","90,000","19th August, 2022"
Manyara,Babati,"85,000","90,000","19th August, 2022"
Morogoro,Morogoro,"87,500","89,850","19th August, 2022"
Mtwara,Mtwara,"76,000","76,000","19th August, 2022"
Njombe,Njombe,"72,000","83,000","19th August, 2022"
Rukwa,Sumbawanga,"50,000","66,000","19th August, 2022"
Ruvuma,Songea,"60,000","63,000","19th August, 2022"
Tabora,Tabora,"82,000","83,000","19th August, 2022"
Tanga,Tanga,"97,000","98,000","19th August, 2022"
Arusha,Arusha,"98,000","100,000","24th August, 2022"
Dar es Salaam ,Temeke,"120,000","120,000","24th August, 2022"
Dodoma,Majengo,"88,000","92,000","24th August, 2022"
Iringa,Iringa,"72,000","75,000","24th August, 2022"
Kagera,Bukoba,"105,000","110,000","24th August, 2022"
Katavi,Mpanda,"85,000","90,000","24th August, 2022"
Kigoma,Kigoma,"97,200","97,400","24th August, 2022"
Lindi,Lindi,"90,000","110,000","24th August, 2022"
Manyara,Babati,"85,000","96,000","24th August, 2022"
Mara,Musoma,"105,000","115,000","24th August, 2022"
Mbeya,Mbeya,"78,000","78,000","24th August, 2022"
Morogoro,Morogoro,"87,500","91,406","24th August, 2022"
Mtwara,Mtwara,"80,000","80,000","24th August, 2022"
Njombe,Njombe,"72,000","83,000","24th August, 2022"
Rukwa,Sumbawanga,"60,000","66,000","24th August, 2022"
Ruvuma,Songea,"60,000","64,000","24th August, 2022"
Tabora,Tabora,"82,000","83,000","24th August, 2022"
Tanga,Tanga,"100,000","120,000","24th August, 2022"
Arusha,Arusha,"98,000","99,000","26th August, 2022"
Dar es Salaam ,Temeke,"95,000","120,000","26th August, 2022"
Dodoma,Majengo,"88,000","92,000","26th August, 2022"
Iringa,Iringa,"72,000","75,000","26th August, 2022"
Kagera,Bukoba,"105,000","110,000","26th August, 2022"
Katavi,Mpanda,"85,000","90,000","26th August, 2022"
Kigoma,Kigoma,"97,200","97,400","26th August, 2022"
Manyara,Babati,"85,000","96,000","26th August, 2022"
Mara,Musoma,"110,000","115,000","26th August, 2022"
Mbeya,Mbeya,"78,000","78,000","26th August, 2022"
Morogoro,Morogoro,"87,500","91,406","26th August, 2022"
Mtwara,Mtwara,"80,000","80,000","26th August, 2022"
Rukwa,Sumbawanga,"60,000","66,000","26th August, 2022"
Ruvuma,Songea,"61,000","64,000","26th August, 2022"
Tabora,Tabora,"82,000","83,000","26th August, 2022"
Tanga,Tanga,"120,000","130,000","26th August, 2022"
Arusha,Arusha,"98,000","100,000","02nd September, 2022"
Dar es Salaam,Tandika,"95,000","120,000","02nd September, 2022"
Dodoma,Majengo,"88,000","94,000","02nd September, 2022"
Iringa,Iringa,"72,000","75,000","02nd September, 2022"
Kagera,Bukoba,"107,000","110,000","02nd September, 2022"
Katavi,Mpanda,"85,000","90,000","02nd September, 2022"
Kigoma,Ujiji,"94,000","97,000","02nd September, 2022"
Lindi,Lindi,"85,000","140,000","02nd September, 2022"
Manyara,Babati,"90,000","102,000","02nd September, 2022"
Mara,Musoma,"110,000","115,000","02nd September, 2022"
Morogoro,Morogoro,"87,500","91,406","02nd September, 2022"
Njombe,Njombe,"72,000","83,000","02nd September, 2022"
Mtwara,Mtwara,"85,000","85,000","02nd September, 2022"
Rukwa,Sumbawanga,"70,000","75,000","02nd September, 2022"
Ruvuma,Songea,"68,000","70,000","02nd September, 2022"
Shinyanga,Shinyanga,"70,000","75,000","02nd September, 2022"
Tabora,Tabora,"82,000","83,000","02nd September, 2022"
Tanga,Tanga,"120,000","130,000","02nd September, 2022"
Arusha,Arusha,"98,000","100,000","05th September, 2022"
Dar es Salaam,Tandika,"96,000","120,000","05th September, 2022"
Dodoma,Majengo,"85,000","94,000","05th September, 2022"
Iringa,Iringa,"80,000","80,000","05th September, 2022"
Kagera,Bukoba,"107,000","110,000","05th September, 2022"
Katavi,Mpanda,"87,000","96,000","05th September, 2022"
Lindi,Lindi,"85,000","140,000","05th September, 2022"
Morogoro,Morogoro,"93,750","97,700","05th September, 2022"
Mwanza,Mwanza,"110,000","115,000","05th September, 2022"
Njombe,Njombe,"72,000","83,000","05th September, 2022"
Rukwa,Sumbawanga,"70,000","75,000","05th September, 2022"
Ruvuma,Songea,"68,000","72,000","05th September, 2022"
Tabora,Tabora,"82,000","83,000","05th September, 2022"
Arusha,Arusha,"98,000","100,000","07th September, 2022"
Dar es Salaam,Tandika,"96,000","120,000","07th September, 2022"
Dodoma,Majengo,"85,000","94,000","07th September, 2022"
Kagera,Bukoba,"107,000","110,000","07th September, 2022"
Katavi,Mpanda,"87,000","96,000","07th September, 2022"
Lindi,Lindi,"85,000","140,000","07th September, 2022"
Manyara,Babati,"99,000","108,000","07th September, 2022"
Mbeya,Mbeya,"78,000","80,000","07th September, 2022"
Mtwara,Mtwara,"85,000","85,000","07th September, 2022"
Mwanza,Mwanza,"110,000","115,000","07th September, 2022"
Njombe,Njombe,"72,000","83,000","07th September, 2022"
Rukwa,Sumbawanga,"70,000","75,000","07th September, 2022"
Ruvuma,Songea,"70,000","72,000","07th September, 2022"
Tabora,Tabora,"82,000","83,000","07th September, 2022"
Tanga,Tanga,"110,000","130,000","07th September, 2022"
Arusha,Arusha,"100,000","110,000","09th September, 2022"
Dar es Salaam,Tandika,"96,000","120,000","09th September, 2022"
Dodoma,Majengo,"85,000","95,000","09th September, 2022"
Iringa,Iringa,"80,000","80,000","09th September, 2022"
Morogoro,Morogoro,"93,750","97,770","09th September, 2022"
Kagera,Bukoba,"107,000","110,000","09th September, 2022"
Katavi,Mpanda,"87,000","96,000","09th September, 2022"
Lindi,Lindi,"85,000","140,000","09th September, 2022"
Manyara,Babati,"96,000","108,000","09th September, 2022"
Mbeya,Mbeya,"78,000","80,000","09th September, 2022"
Mtwara,Mtwara,"85,000","85,000","09th September, 2022"
Mwanza,Mwanza,"110,000","115,000","09th September, 2022"
Njombe,Njombe,"72,000","83,000","09th September, 2022"
Rukwa,Sumbawanga,"70,000","75,000","09th September, 2022"
Ruvuma,Songea,"70,000","76,000","09th September, 2022"
Tabora,Tabora,"82,000","83,000","09th September, 2022"
Tanga,Tanga,"100,000","120,000","09th September, 2022"
Arusha,Arusha,"100,000","110,000","12th September, 2022"
Dar es Salaam,Tandika,"96,000","120,000","12th September, 2022"
Dodoma,Majengo,"90,000","95,000","12th September, 2022"
Iringa,Iringa,"80,000","80,000","12th September, 2022"
Morogoro,Morogoro,"93,750","109,600","12th September, 2022"
Kagera,Bukoba,"110,000","112,000","12th September, 2022"
Katavi,Mpanda,"87,000","96,000","12th September, 2022"
Manyara,Babati,"95,000","108,000","12th September, 2022"
Mbeya,Mbeya,"78,000","80,000","12th September, 2022"
Mtwara,Mtwara,"85,000","85,000","12th September, 2022"
Mwanza,Mwanza,"110,000","115,000","12th September, 2022"
Njombe,Njombe,"72,000","83,000","12th September, 2022"
Rukwa,Sumbawanga,"75,000","80,000","12th September, 2022"
Ruvuma,Songea,"70,000","76,000","12th September, 2022"
Tabora,Tabora,"82,000","83,000","12th September, 2022"
Tanga,Tanga,"115,000","120,000","12th September, 2022"
Arusha,Arusha,"100,000","110,000","14th September, 2022"
Dodoma,Majengo,"90,000","95,000","14th September, 2022"
Iringa,Iringa,"80,000","80,000","14th September, 2022"
Morogoro,Morogoro,"93,750","109,600","14th September, 2022"
Kagera,Bukoba,"110,000","115,000","14th September, 2022"
Katavi,Mpanda,"90,000","96,000","14th September, 2022"
Manyara,Babati,"95,000","108,000","14th September, 2022"
Mtwara,Mtwara,"92,000","95,000","14th September, 2022"
Mwanza,Mwanza,"110,000","120,000","14th September, 2022"
Rukwa,Sumbawanga,"75,000","80,000","14th September, 2022"
Ruvuma,Songea,"70,000","76,000","14th September, 2022"
Tabora,Tabora,"90,000","92,000","14th September, 2022"
Tanga,Tanga,"118,000","120,000","14th September, 2022"
Arusha,Arusha,"95,000","100,000","16th September, 2022"
Dar es Salaam,Temeke,"96,000","120,000","16th September, 2022"
Dodoma,Majengo,"90,000","95,000","16th September, 2022"
Iringa,Iringa,"80,000","80,000","16th September, 2022"
Morogoro,Morogoro,"93,750","109,600","16th September, 2022"
Kagera,Bukoba,"110,000","115,000","16th September, 2022"
Katavi,Mpanda,"90,000","96,000","16th September, 2022"
Manyara,Babati,"95,000","108,000","16th September, 2022"
Mtwara,Mtwara,"92,000","95,000","16th September, 2022"
Mwanza,Mwanza,"110,000","120,000","16th September, 2022"
Rukwa,Sumbawanga,"70,000","80,000","16th September, 2022"
Ruvuma,Songea,"70,000","76,000","16th September, 2022"
Tabora,Tabora,"90,000","92,000","16th September, 2022"
Tanga,Tanga,"118,500","119,500","16th September, 2022"
Arusha,Arusha,"95,000","100,000","19th September, 2022"
Dar es Salaam,Temeke,"98,000","120,000","19th September, 2022"
Dodoma,Majengo,"90,000","95,000","19th September, 2022"
Iringa,Iringa,"80,000","80,000","19th September, 2022"
Morogoro,Morogoro,"93,750","109,600","19th September, 2022"
Kagera,Bukoba,"110,000","115,000","19th September, 2022"
Katavi,Mpanda,"90,000","96,000","19th September, 2022"
Lindi,Lindi,"80,000","100,000","19th September, 2022"
Manyara,Babati,"100,000","114,000","19th September, 2022"
Mtwara,Mtwara,"91,000","92,000","19th September, 2022"
Mwanza,Mwanza,"110,000","120,000","19th September, 2022"
Rukwa,Sumbawanga,"72,000","80,000","19th September, 2022"
Ruvuma,Songea,"70,000","76,000","19th September, 2022"
Tabora,Tabora,"90,000","92,000","19th September, 2022"
Tanga,Tanga,"110,500","113,500","19th September, 2022"
Arusha,Arusha,"95,000","100,000","21st September, 2022"
Dar es Salaam,Temeke,"98,000","120,000","21st September, 2022"
Dodoma,Majengo,"90,000","95,000","21st September, 2022"
Iringa,Iringa,"80,000","80,000","21st September, 2022"
Kagera,Bukoba,"118,000","125,000","21st September, 2022"
Katavi,Mpanda,"100,000","102,000","21st September, 2022"
Lindi,Lindi,"80,000","100,000","21st September, 2022"
Manyara,Babati,"100,000","114,000","21st September, 2022"
Mbeya,Mbeya,"90,000","90,000","21st September, 2022"
Mtwara,Mtwara,"91,000","92,000","21st September, 2022"
Mwanza,Mwanza,"110,000","120,000","21st September, 2022"
Rukwa,Sumbawanga,"72,000","80,000","21st September, 2022"
Ruvuma,Songea,"70,000","76,000","21st September, 2022"
Tabora,Tabora,"92,000","96,000","21st September, 2022"
Tanga,Tanga,"110,500","113,500","21st September, 2022"
Arusha,Arusha,"100,000","100,000","23rd September, 2022"
Dar es Salaam,Temeke,"98,000","120,000","23rd September, 2022"
Dodoma,Majengo,"92,000","95,000","23rd September, 2022"
Iringa,Iringa,"80,000","80,000","23rd September, 2022"
Kagera,Bukoba,"118,000","125,000","23rd September, 2022"
Katavi,Mpanda,"95,000","98,000","23rd September, 2022"
Lindi,Lindi,"100,000","140,000","23rd September, 2022"
Manyara,Babati,"100,000","114,000","23rd September, 2022"
Mbeya,Mbeya,"90,000","90,000","23rd September, 2022"
Mtwara,Mtwara,"91,000","92,000","23rd September, 2022"
Mwanza,Mwanza,"115,000","122,000","23rd September, 2022"
Rukwa,Sumbawanga,"85,000","90,000","23rd September, 2022"
Ruvuma,Songea,"70,000","75,000","23rd September, 2022"
Tabora,Tabora,"92,000","96,000","23rd September, 2022"
Tanga,Tanga,"114,000","120,000","23rd September, 2022"
Arusha,Arusha,"95,000","98,000","26th September, 2022"
Dar es Salaam,Temeke,"98,000","120,000","26th September, 2022"
Dodoma,Majengo,"92,000","98,000","26th September, 2022"
Iringa,Iringa,"80,000","80,000","26th September, 2022"
Kagera,Bukoba,"120,000","125,000","26th September, 2022"
Katavi,Mpanda,"95,000","98,000","26th September, 2022"
Kigoma,Kigoma,"111,000","122,200","26th September, 2022"
Lindi,Lindi,"100,000","140,000","26th September, 2022"
Manyara,Babati,"100,000","114,000","26th September, 2022"
Mbeya,Mbeya,"90,000","90,000","26th September, 2022"
Morogoro,Morogoro,"97,770","109,375","26th September, 2022"
Mtwara,Mtwara,"91,000","92,000","26th September, 2022"
Mwanza,Mwanza,"115,000","122,000","26th September, 2022"
Rukwa,Sumbawanga,"80,000","90,000","26th September, 2022"
Ruvuma,Songea,"70,000","75,000","26th September, 2022"
Tabora,Tabora,"92,000","96,000","26th September, 2022"
Tanga,Tanga,"110,000","112,000","26th September, 2022"
Arusha,Arusha,"95,000","98,000","28th September, 2022"
Dar es Salaam,Tandika,"98,000","120,000","28th September, 2022"
Dodoma,Kabaigwa,"95,000","95,000","28th September, 2022"
Dodoma,Majengo,"92,000","98,000","28th September, 2022"
Iringa,Iringa,"80,000","80,000","28th September, 2022"
Kagera,Bukoba,"120,000","125,000","28th September, 2022"
Katavi,Mpanda,"95,000","98,000","28th September, 2022"
Lindi,Lindi,"100,000","140,000","28th September, 2022"
Manyara,Babati,"100,000","114,000","28th September, 2022"
Mbeya,Mbeya,"90,000","90,000","28th September, 2022"
Mtwara,Mtwara,"88,000","88,000","28th September, 2022"
Mwanza,Mwanza,"115,000","122,000","28th September, 2022"
Njombe,Mkoa,"83,000","90,000","28th September, 2022"
Rukwa,Sumbawanga,"80,000","90,000","28th September, 2022"
Ruvuma,Songea,"70,000","80,000","28th September, 2022"
Tabora,Tabora,"92,000","96,000","28th September, 2022"
Tanga,Tanga,"110,500","112,500","28th September, 2022"
Arusha,Arusha,"98,000","100,000","30th September, 2022"
Dar es Salaam,Tandika,"98,000","120,000","30th September, 2022"
Dodoma,Majengo,"92,000","98,000","30th September, 2022"
Iringa,Iringa,"80,000","80,000","30th September, 2022"
Kagera,Bukoba,"120,000","125,000","30th September, 2022"
Katavi,Mpanda,"95,000","98,000","30th September, 2022"
Lindi,Lindi,"100,000","120,000","30th September, 2022"
Manyara,Babati,"100,000","114,000","30th September, 2022"
Mbeya,Mbeya,"90,000","90,000","30th September, 2022"
Morogoro,Morogoro,"97,770","109,375","30th September, 2022"
Mtwara,Mtwara,"88,000","88,000","30th September, 2022"
Mwanza,Mwanza,"115,000","122,000","30th September, 2022"
Njombe,Mkoa,"83,000","90,000","30th September, 2022"
Rukwa,Sumbawanga,"80,000","90,000","30th September, 2022"
Ruvuma,Songea,"70,000","80,000","30th September, 2022"
Tabora,Tabora,"92,000","96,000","30th September, 2022"
Tanga,Tanga,"110,500","112,500","30th September, 2022"
Arusha,Arusha,"98,000","100,000","30th September, 2022"
Dar es Salaam,Tandika,"98,000","120,000","30th September, 2022"
Dodoma,Majengo,"92,000","98,000","30th September, 2022"
Iringa,Iringa,"80,000","80,000","30th September, 2022"
Kagera,Bukoba,"120,000","125,000","30th September, 2022"
Katavi,Mpanda,"95,000","98,000","30th September, 2022"
Lindi,Lindi,"100,000","120,000","30th September, 2022"
Manyara,Babati,"100,000","114,000","30th September, 2022"
Mbeya,Mbeya,"90,000","90,000","30th September, 2022"
Morogoro,Morogoro,"97,770","109,375","30th September, 2022"
Mtwara,Mtwara,"88,000","88,000","30th September, 2022"
Mwanza,Mwanza,"115,000","122,000","30th September, 2022"
Njombe,Mkoa,"83,000","90,000","30th September, 2022"
Rukwa,Sumbawanga,"80,000","90,000","30th September, 2022"
Ruvuma,Songea,"70,000","80,000","30th September, 2022"
Tabora,Tabora,"92,000","96,000","30th September, 2022"
Tanga,Tanga,"110,500","112,500","30th September, 2022"
Arusha,Arusha,"98,000","100,000","05th October, 2022"
Dar es Salaam,Tandika,"98,000","120,000","05th October, 2022"
Dodoma,Majengo,"93,000","98,000","05th October, 2022"
Iringa,Iringa,"80,000","80,000","05th October, 2022"
Kagera,Bukoba,"120,000","124,000","05th October, 2022"
Katavi,Mpanda,"95,000","98,000","05th October, 2022"
Kigoma,Kigoma,"100,000","105,500","05th October, 2022"
Lindi,Lindi,"100,000","120,000","05th October, 2022"
Manyara,Babati,"100,000","114,000","05th October, 2022"
Mbeya,Mbeya,"90,000","90,000","05th October, 2022"
Morogoro,Morogoro,"97,770","109,375","05th October, 2022"
Mtwara,Mtwara,"88,000","88,000","05th October, 2022"
Mwanza,Mwanza,"120,000","128,000","05th October, 2022"
Rukwa,Sumbawanga,"80,000","85,000","05th October, 2022"
Ruvuma,Songea,"70,000","80,000","05th October, 2022"
Tabora,Tabora,"96,000","98,000","05th October, 2022"
Tanga,Tanga,"110,500","106,500","05th October, 2022"
Arusha,Arusha,"97,000","100,000","07th October, 2022"
Dar es Salaam,Buguruni,"130,000","130,000","07th October, 2022"
Dar es Salaam,Tandika,"98,000","120,000","07th October, 2022"
Dodoma,Majengo,"93,000","98,000","07th October, 2022"
Iringa,Iringa,"80,000","85,000","07th October, 2022"
Kagera,Bukoba,"120,000","124,000","07th October, 2022"
Kigoma,Kigoma,"100,000","105,500","07th October, 2022"
Kilimanjaro,Moshi,"120,000","120,000","07th October, 2022"
Lindi,Lindi,"100,000","120,000","07th October, 2022"
Manyara,Babati,"110,000","120,000","07th October, 2022"
Morogoro,Morogoro,"97,770","109,375","07th October, 2022"
Mtwara,Mtwara,"88,000","88,000","07th October, 2022"
Rukwa,Sumbawanga,"78,000","85,000","07th October, 2022"
Ruvuma,Songea,"70,000","80,000","07th October, 2022"
Tabora,Tabora,"96,000","98,000","07th October, 2022"
Tanga,Tanga,"106,000","108,000","07th October, 2022"
Arusha,Arusha,"98,000","99,000","10th October, 2022"
Dar es Salaam,Tandika,"98,000","120,000","10th October, 2022"
Dodoma,Majengo,"95,000","98,000","10th October, 2022"
Iringa,Iringa,"80,000","85,000","10th October, 2022"
Kagera,Bukoba,"120,000","124,000","10th October, 2022"
Katavi,Mpanda,"95,000","98,000","10th October, 2022"
Kigoma,Kigoma,"100,000","105,500","10th October, 2022"
Kilimanjaro,Moshi,"120,000","120,000","10th October, 2022"
Lindi,Lindi,"100,000","120,000","10th October, 2022"
Manyara,Babati,"110,000","120,000","10th October, 2022"
Morogoro,Morogoro,"98,437","109,375","10th October, 2022"
Mtwara,Mtwara,"86,000","86,000","10th October, 2022"
Mwanza,Mwanza,"125,000","135,000","10th October, 2022"
Rukwa,Sumbawanga,"80,000","85,000","10th October, 2022"
Ruvuma,Songea,"70,000","85,000","10th October, 2022"
Tabora,Tabora,"96,000","98,000","10th October, 2022"
Tanga,Tanga,"108,000","110,000","10th October, 2022"
Arusha,Arusha,"98,000","99,000","12th October, 2022"
Dar es Salaam,Buguruni,"130,000","130,000","12th October, 2022"
Dar es Salaam,Tandika,"98,000","120,000","12th October, 2022"
Dodoma,Majengo,"95,000","98,000","12th October, 2022"
Iringa,Iringa,"80,000","85,000","12th October, 2022"
Kagera,Bukoba,"120,000","124,000","12th October, 2022"
Katavi,Mpanda,"95,000","98,000","12th October, 2022"
Kigoma,Kigoma,"105,500","105,500","12th October, 2022"
